OBJECTID,Id,Shape_Leng,name,MinX,MinY,MaxX,MaxY,short_name,Shape,Shape_Length,Shape_Area
2,0,118974.55,ISRAELWB,688990,3616445,723419,3551110,M02,,118974.54859076852,839714706.9899402
